# //UNITED STATES GEOLOGICAL SURVEY       http://water.usgs.gov/
# //NATIONAL WATER INFORMATION SYSTEM     http://water.usgs.gov/data.html
# //DATA ARE PROVISIONAL AND SUBJECT TO CHANGE UNTIL PUBLISHED BY USGS
# //RETRIEVED: 2014-04-02 12:28:10
# //FILE TYPE="NWIS-I DAILY-VALUES" EDITABLE=NO
# //DATABASE NUMBER=1 DESCRIPTION=" Standard data base for this site."
# //STATION AGENCY="USGS " NUMBER="414158088095600" TIME_ZONE="CST" DST_FLAG=N
# //STATION NAME="SPRING BROOK WWTF NR NAPERVILE, IL"
# //LOCATION NUMBER=0 NAME="Default"
# //DD DDID="   2" RNDARY="2223455552" DVABORT=1440
# //DD LABEL="Precipitation (in)"
# //PARAMETER CODE="00045" SNAME = "Precipitation"
# //PARAMETER LNAME="Precipitation, total, inches"
# //STATISTIC CODE="00006" SNAME="SUM"
# //STATISTIC LNAME="SUMMATION VALUES"
# //TYPE NAME="FINAL" DESC = "EDITED AND COMPUTED DAILY VALUES"
# //AGING BEGIN=19970718 END=20050930 CODE=A
# //AGING   REVIEWED=20101013140646 RZONE=CST RUSER="jklatour"
# //AGING   APPROVED=20101013140704 AZONE=CST AUSER="jklatour"
# //AGING BEGIN=20051001 END=20060930 CODE=A
# //AGING   REVIEWED=20070309102020 RZONE=CST RUSER="jklatour"
# //AGING   APPROVED=20070309102041 AZONE=CST AUSER="jklatour"
# //RANGE START="20020201" END="20120930"
DATE	TIME	VALUE	PRECISION	REMARK	FLAGS	TYPE	QA
8D	6S	16N	1S	1S	32S	1S	1S
20030829		0.11	2	 		C	A
20030830		0.00	2	 		C	A
20030831		0.32	2	 		C	A
20030901		0.67	2	 		C	A
20030902		0.00	2	 		C	A
20030903		0.00	2	 		C	A
20030904		0.00	2	 		C	A
20030905		0.00	2	 		C	A
20030906		0.00	2	 		C	A
20030907		0.00	2	 		C	A
20030908		0.00	2	 		C	A
20030909		0.00	2	 		C	A
20030910		0.00	2	 		C	A
20030911		0.00	2	 		C	A
20030912		0.00	2	 		C	A
20030913		0.00	2	 		C	A
20030914		0.48	2	 		C	A
20030915		0.00	2	 		C	A
20030916		0.00	2	 		C	A
20030917		0.00	2	 		C	A
20030918		0.00	2	 		C	A
20030919		0.00	2	 		C	A
20030920		0.00	2	 		C	A
20030921		0.00	2	 		C	A
20030922		0.23	2	 		C	A
20030923		0.00	2	 		C	A
20030924		0.08	2	 		C	A
20030925		0.00	2	 		C	A
20030926		0.54	2	 		C	A
20030927		0.01	2	 		C	A
20030928		0.02	2	 		C	A
20030929		0.00	2	 		C	A
20030930		0.00	2	 		C	A
20031001		0.00	2	 		C	A
20031002		0.00	2	 		C	A
20031003		0.14	2	 		C	A
20031004		0.00	2	 		C	A
20031005		0.00	2	 		C	A
20031006		0.00	2	 		C	A
20031007		0.00	2	 		C	A
20031008		0.00	2	 		C	A
20031009		0.00	2	 		C	A
20031010		0.00	2	 		C	A
20031011		0.00	2	 		C	A
20031012		0.01	2	 		C	A
20031013		0.02	2	 		C	A
20031014		0.87	2	 		C	A
20031015		0.00	2	 		C	A
20031016		0.01	2	 		C	A
20031017		0.00	2	 		C	A
20031018		0.00	2	 		C	A
20031019		0.00	2	 		C	A
20031020		0.00	2	 		C	A
20031021		0.00	2	 		C	A
20031022		0.00	2	 		C	A
20031023		0.00	2	 		C	A
20031024		0.02	2	 		C	A
20031025		0.55	2	 		C	A
20031026		0.00	2	 		C	A
20031027		0.01	2	 		C	A
20031028		0.00	2	 		C	A
20031029		0.00	2	 		C	A
20031030		0.00	2	 		C	A
20031031		0.00	2	 		C	A
20031101		0.00	2	 		C	A
20031102		0.92	2	 		C	A
20031103		0.79	2	 		C	A
20031104		1.35	3	 		C	A
20031105		0.00	2	 		C	A
20031106		0.00	2	 		C	A
20031107		0.00	2	 		C	A
20031108		0.00	2	 		C	A
20031109		0.00	2	 		C	A
20031110		0.00	2	 		C	A
20031111		0.00	2	 		C	A
20031112		0.00	2	 		C	A
20031113		0.00	2	 		C	A
20031114		0.00	2	 		C	A
20031115		0.00	2	 		C	A
20031116		0.06	2	 		C	A
20031117		0.36	2	 		C	A
20031118		1.43	3	 		C	A
20031119		0.00	2	 		C	A
20031120		0.00	2	 		C	A
20031121		0.00	2	 		C	A
20031122		0.00	2	 		C	A
20031123		0.51	2	 		C	A
20031124		0.00	2	 		C	A
20031125		0.00	2	 		C	A
20031126		0.00	2	 		C	A
20031127		0.01	2	 		C	A
20031128		0.00	2	 		C	A
20031129		0.00	2	 		C	A
20031130		0.00	2	 		C	A
20031201		0.00	2	 		C	A
20031202		0.00	2	 		C	A
20031203		0.00	2	 		C	A
20031204		0.37	2	 		C	A
20031205		0.24	2	 		C	A
20031206		0.00	2	 		C	A
20031207		0.00	2	 		C	A
20031208		0.00	2	 		C	A
20031209		0.38	2	 		C	A
20031210		0.72	2	 		C	A
20031211		0.05	2	 		C	A
20031212		0.00	2	 		C	A
20031213		0.00	2	 		C	A
20031214		0.00	2	 		C	A
20031215		0.00	2	 		C	A
20031216		0.00	2	 		C	A
20031217		0.00	2	 		C	A
20031218		0.00	2	 		C	A
20031219		0.00	2	 		C	A
20031220		0.00	2	 		C	A
20031221		0.00	2	 		C	A
20031222		0.01	2	 		C	A
20031223		0.00	2	 		C	A
20031224		0.00	2	 		C	A
20031225		0.00	2	 		C	A
20031226		0.00	2	 		C	A
20031227		0.00	2	 		C	A
20031228		0.16	2	 		C	A
20031229		0.00	2	 		C	A
20031230		0.00	2	 		C	A
20031231		0.00	2	 		C	A
20040101		0.00	2	 		C	A
20040102		0.00	2	 		C	A
20040103		0.01	2	 		C	A
20040104		0.18	2	 		C	A
20040105		0.01	2	e		E	A
20040106		0.00	2	 		C	A
20040107		0.00	2	 		C	A
20040108		0.02	2	e		E	A
20040109		0.00	2	 		C	A
20040110		0.00	2	 		C	A
20040111		0.00	2	 		C	A
20040112		0.00	2	 		C	A
20040113		0.00	2	 		C	A
20040114		0.00	2	 		C	A
20040115		0.00	2	 		C	A
20040116		0.00	2	 		C	A
20040117		0.11	2	e		E	A
20040118		0.00	2	 		C	A
20040119		0.00	2	 		C	A
20040120		0.00	2	 		C	A
20040121		0.00	2	 		C	A
20040122		0.00	2	 		C	A
20040123		0.00	2	 		C	A
20040124		0.00	2	 		C	A
20040125		0.00	2	 		C	A
20040126		0.00	2	 		C	A
20040127		0.02	2	e		E	A
20040128		0.00	2	 		C	A
20040129		0.01	2	e		E	A
20040130		0.00	2	 		C	A
20040131		0.00	2	 		C	A
20040201		0.00	2	 		C	A
20040202		0.19	2	e		E	A
20040203		0.03	2	e		E	A
20040204		0.00	2	 		C	A
20040205		0.06	2	e		E	A
20040206		0.00	2	 		C	A
20040207		0.01	2	e		E	A
20040208		0.00	2	 		C	A
20040209		0.00	2	 		C	A
20040210		0.00	2	 		C	A
20040211		0.00	2	 		C	A
20040212		0.00	2	 		C	A
20040213		0.00	2	 		C	A
20040214		0.00	2	 		C	A
20040215		0.00	2	 		C	A
20040216		0.00	2	 		C	A
20040217		0.00	2	 		C	A
20040218		0.00	2	 		C	A
20040219		0.00	2	 		C	A
20040220		0.22	2	 		C	A
20040221		0.01	2	 		C	A
20040222		0.00	2	 		C	A
20040223		0.01	2	 		C	A
20040224		0.00	2	 		C	A
20040225		0.00	2	 		C	A
20040226		0.00	2	 		C	A
20040227		0.00	2	 		C	A
20040228		0.00	2	 		C	A
20040229		0.01	2	 		C	A
20040301		0.20	2	 		C	A
20040302		0.00	2	 		C	A
20040303		0.02	2	 		C	A
20040304		0.81	2	 		C	A
20040305		0.46	2	 		C	A
20040306		0.00	2	 		C	A
20040307		0.01	2	 		C	A
20040308		0.00	2	 		C	A
20040309		0.00	2	 		C	A
20040310		0.00	2	 		C	A
20040311		0.00	2	 		C	A
20040312		0.00	2	 		C	A
20040313		0.03	2	 		C	A
20040314		0.14	2	 		C	A
20040315		0.00	2	 		C	A
20040316		0.01	2	 		C	A
20040317		0.01	2	 		C	A
20040318		0.08	2	 		C	A
20040319		0.00	2	 		C	A
20040320		0.00	2	 		C	A
20040321		0.00	2	 		C	A
20040322		0.00	2	 		C	A
20040323		0.01	2	 		C	A
20040324		0.34	2	 		C	A
20040325		0.00	2	 		C	A
20040326		0.39	2	 		C	A
20040327		0.00	2	 		C	A
20040328		0.99	2	 		C	A
20040329		0.00	2	 		C	A
20040330		0.04	2	 		C	A
20040331		0.00	2	 		C	A
20040401		0.00	2	 		C	A
20040402		0.00	2	 		C	A
20040403		0.00	2	 		C	A
20040404		0.00	2	 		C	A
20040405		0.00	2	 		C	A
20040406		0.00	2	 		C	A
20040407		0.00	2	 		C	A
20040408		0.00	2	 		C	A
20040409		0.00	2	 		C	A
20040410		0.00	2	 		C	A
20040411		0.00	2	 		C	A
20040412		0.00	2	 		C	A
20040413		0.00	2	 		C	A
20040414		0.00	2	 		C	A
20040415		0.00	2	 		C	A
20040416		0.00	2	 		C	A
20040417		0.00	2	 		C	A
20040418		0.00	2	 		C	A
20040419		0.00	2	 		C	A
20040420		0.45	2	 		C	A
20040421		0.02	2	 		C	A
20040422		0.00	2	 		C	A
20040423		0.00	2	 		C	A
20040424		0.52	2	 		C	A
20040425		0.06	2	 		C	A
20040426		0.00	2	 		C	A
20040427		0.00	2	 		C	A
20040428		0.00	2	 		C	A
20040429		0.07	2	 		C	A
20040430		0.27	2	 		C	A
20040501		0.03	2	 		C	A
20040502		0.00	2	 		C	A
20040503		0.00	2	 		C	A
20040504		0.00	2	 		C	A
20040505		0.00	2	 		C	A
20040506		0.00	2	 		C	A
20040507		0.09	2	 		C	A
20040508		0.00	2	 		C	A
20040509		0.05	2	 		C	A
20040510		0.05	2	 		C	A
20040511		0.00	2	 		C	A
20040512		0.16	2	 		C	A
20040513		0.03	2	 		C	A
20040514		0.78	2	 		C	A
20040515		0.00	2	 		C	A
20040516		0.00	2	 		C	A
20040517		0.00	2	 		C	A
20040518		0.49	2	 		C	A
20040519		0.00	2	 		C	A
20040520		0.01	2	 		C	A
20040521		0.28	2	 		C	A
20040522		0.06	2	 		C	A
20040523		0.35	2	 		C	A
20040524		0.00	2	 		C	A
20040525		0.20	2	 		C	A
20040526		0.00	2	 		C	A
20040527		0.00	2	 		C	A
20040528		0.00	2	 		C	A
20040529		0.00	2	 		C	A
20040530		1.66	3	 		C	A
20040531		0.38	2	 		C	A
20040601		0.03	2	 		C	A
20040602		0.16	2	 		C	A
20040603		0.00	2	 		C	A
20040604		0.00	2	 		C	A
20040605		0.00	2	 		C	A
20040606		0.00	2	 		C	A
20040607		0.00	2	 		C	A
20040608		0.00	2	 		C	A
20040609		0.00	2	 		C	A
20040610		1.79	3	 		C	A
20040611		0.21	2	 		C	A
20040612		1.17	3	 		C	A
20040613		0.00	2	 		C	A
20040614		0.24	2	 		C	A
20040615		0.00	2	 		C	A
20040616		0.00	2	 		C	A
20040617		0.00	2	 		C	A
20040618		0.00	2	 		C	A
20040619		0.00	2	 		C	A
20040620		0.00	2	 		C	A
20040621		0.00	2	 		C	A
20040622		0.00	2	 		C	A
20040623		0.00	2	 		C	A
20040624		0.04	2	e		E	A
20040625		0.00	2	 		C	A
20040626		0.00	2	 		C	A
20040627		0.00	2	 		C	A
20040628		0.00	2	 		C	A
20040629		0.00	2	 		C	A
20040630		0.00	2	 		C	A
20040701		0.00	2	 		C	A
20040702		0.00	2	 		C	A
20040703		0.00	2	 		C	A
20040704		0.00	2	 		C	A
20040705		0.00	2	 		C	A
20040706		0.00	2	 		C	A
20040707		0.00	2	 		C	A
20040708		0.00	2	 		C	A
20040709		0.00	2	 		C	A
20040710		0.00	2	 		C	A
20040711		0.00	2	 		C	A
20040712		0.00	2	 		C	A
20040713		0.00	2	 		C	A
20040714		0.00	2	 		C	A
20040715		0.00	2	 		C	A
20040716		0.00	2	 		C	A
20040717		0.00	2	 		C	A
20040718		0.00	2	 		C	A
20040719		0.00	2	 		C	A
20040720		0.09	2	 		C	A
20040721		0.93	2	 		C	A
20040722		0.07	2	 		C	A
20040723		0.00	2	 		C	A
20040724		0.00	2	 		C	A
20040725		0.00	2	 		C	A
20040726		0.00	2	 		C	A
20040727		0.00	2	 		C	A
20040728		0.00	2	 		C	A
20040729		0.00	2	 		C	A
20040730		0.19	2	 		C	A
20040731		0.01	2	 		C	A
20040801		0.00	2	 		C	A
20040802		0.00	2	 		C	A
20040803		0.96	2	 		C	A
20040804		0.38	2	 		C	A
20040805		0.00	2	 		C	A
20040806		0.00	2	 		C	A
20040807		0.00	2	 		C	A
20040808		0.00	2	 		C	A
20040809		0.00	2	 		C	A
20040810		0.00	2	 		C	A
20040811		0.00	2	 		C	A
20040812		0.00	2	 		C	A
20040813		0.00	2	 		C	A
20040814		0.00	2	 		C	A
20040815		0.00	2	 		C	A
20040816		0.00	2	 		C	A
20040817		0.19	2	 		C	A
20040818		0.16	2	 		C	A
20040819		0.00	2	 		C	A
20040820		0.00	2	 		C	A
20040821		0.00	2	 		C	A
20040822		0.00	2	 		C	A
20040823		0.00	2	 		C	A
20040824		0.94	2	 		C	A
20040825		0.24	2	 		C	A
20040826		0.28	2	 		C	A
20040827		0.47	2	 		C	A
20040828		2.16	3	 		C	A
20040829		0.01	2	 		C	A
20040830		0.00	2	 		C	A
20040831		0.00	2	 		C	A
20040901		0.00	2	 		C	A
20040902		0.00	2	 		C	A
20040903		0.00	2	 		C	A
20040904		0.00	2	 		C	A
20040905		0.00	2	 		C	A
20040906		0.07	2	 		C	A
20040907		0.00	2	 		C	A
20040908		0.00	2	 		C	A
20040909		0.00	2	 		C	A
20040910		0.00	2	 		C	A
20040911		0.00	2	 		C	A
20040912		0.00	2	 		C	A
20040913		0.00	2	 		C	A
20040914		0.00	2	 		C	A
20040915		0.22	2	 		C	A
20040916		0.05	2	1		E	A
20040917		0.00	2	 		C	A
20040918		0.00	2	 		C	A
20040919		0.00	2	 		C	A
20040920		0.00	2	 		C	A
20040921		0.00	2	 		C	A
20040922		0.00	2	 		C	A
20040923		0.00	2	 		C	A
20040924		0.00	2	 		C	A
20040925		0.00	2	 		C	A
20040926		0.00	2	 		C	A
20040927		0.00	2	 		C	A
20040928		0.00	2	 		C	A
20040929		0.00	2	 		C	A
20040930		0.00	2	 		C	A
20041001		0.34	2	 		C	A
20041002		0.03	2	 		C	A
20041003		0.00	2	 		C	A
20041004		0.00	2	 		C	A
20041005		0.00	2	 		C	A
20041006		0.00	2	 		C	A
20041007		0.00	2	 		C	A
20041008		0.54	2	 		C	A
20041009		0.00	2	 		C	A
20041010		0.00	2	 		C	A
20041011		0.00	2	 		C	A
20041012		0.00	2	 		C	A
20041013		0.00	2	 		C	A
20041014		0.05	2	e		E	A
20041015		0.02	2	 		C	A
20041016		0.00	2	 		C	A
20041017		0.00	2	 		C	A
20041018		0.00	2	 		C	A
20041019		0.00	2	 		C	A
20041020		0.00	2	 		C	A
20041021		0.00	2	 		C	A
20041022		0.01	2	 		C	A
20041023		0.56	2	 		C	A
20041024		0.00	2	 		C	A
20041025		0.00	2	 		C	A
20041026		0.03	2	 		C	A
20041027				 		 	A
20041028				 		 	A
20041029		0.10	2	 		C	A
20041030		0.02	2	1		E	A
20041031				 		 	A
20041101		0.72	2	e		E	A
20041102		0.02	2	e		E	A
20041103		0.14	2	e		E	A
20041104		0.30	2	e		E	A
20041105				 		 	A
20041106				 		 	A
20041107		0.00	2	 		C	A
20041108		0.00	2	 		C	A
20041109		0.00	2	 		C	A
20041110		0.00	2	 		C	A
20041111		0.00	2	 		C	A
20041112		0.00	2	 		C	A
20041113		0.00	2	 		C	A
20041114		0.00	2	 		C	A
20041115		0.04	2	 		C	A
20041116		0.00	2	 		C	A
20041117		0.02	2	 		C	A
20041118		0.37	2	 		C	A
20041119		0.24	2	 		C	A
20041120		0.00	2	 		C	A
20041121		0.00	2	 		C	A
20041122		0.00	2	 		C	A
20041123		0.01	2	 		C	A
20041124		0.67	2	e		E	A
20041125		0.01	2	e		E	A
20041126		0.21	2	e		E	A
20041127		0.58	2	 		C	A
20041128				 		 	A
20041129		0.11	2	e		E	A
20041130		0.42	2	e		E	A
20041201		0.09	2	e		E	A
20041202		0.07	2	e		E	A
20041203		0.00	2	 		C	A
20041204		0.00	2	 		C	A
20041205		0.11	2	 		C	A
20041206		0.14	2	e		E	A
20041207		0.98	2	1		E	A
20041208				 		 	A
20041209		0.00	2	 		C	A
20041210		0.02	2	e		E	A
20041211				 		 	A
20041212		0.00	2	1		E	A
20041213		0.00	2	 		C	A
20041214		0.00	2	 		C	A
20041215		0.00	2	 		C	A
20041216		0.00	2	 		C	A
20041217		0.00	2	 		C	A
20041218		0.01	2	 		C	A
20041219		0.00	2	 		C	A
20041220		0.00	2	 		C	A
20041221		0.00	2	 		C	A
20041222		0.00	2	 		C	A
20041223		0.00	2	 		C	A
20041224		0.00	2	 		C	A
20041225		0.00	2	 		C	A
20041226		0.00	2	 		C	A
20041227		0.00	2	 		C	A
20041228		0.00	2	 		C	A
20041229		0.00	2	 		C	A
20041230		0.08	2	1		E	A
20041231				 		 	A
20050101		0.82	2	e		E	A
20050102		0.05	2	 		C	A
20050103		0.50	2	 		C	A
20050104		0.06	2	e		E	A
20050105		0.00	2	 		C	A
20050106		0.47	2	e		E	A
20050107		0.00	2	 		C	A
20050108		0.00	2	 		C	A
20050109		0.01	2	e		E	A
20050110		0.04	2	e		E	A
20050111		0.04	2	e		E	A
20050112		0.71	2	e		E	A
20050113		0.64	2	e		E	A
20050114				 		 	A
20050115		0.00	2	 		C	A
20050116		0.00	2	 		C	A
20050117				 		 	A
20050118				 		 	A
20050119		0.00	2	 		C	A
20050120		0.00	2	 		C	A
20050121		0.03	2	e		E	A
20050122		0.00	2	 		C	A
20050123		0.00	2	 		C	A
20050124		0.01	2	 		C	A
20050125		0.00	2	 		C	A
20050126		0.00	2	1		E	A
20050127				 		 	A
20050128		0.00	2	 		C	A
20050129		0.00	2	1		E	A
20050130				 		 	A
20050131		0.00	2	 		C	A
20050201		0.00	2	 		C	A
20050202		0.87	2	 		C	A
20050203		0.00	2	 		C	A
20050204		0.00	2	 		C	A
20050205		0.00	2	 		C	A
20050206		0.02	2	 		C	A
20050207		0.07	2	 		C	A
20050208		0.00	2	1		E	A
20050209				 		 	A
20050210		0.00	2	 		C	A
20050211		0.00	2	1		E	A
20050212				 		 	A
20050213		0.00	2	 		C	A
20050214		0.00	2	 		C	A
20050215		0.15	2	1		E	A
20050216				 		 	A
20050217		0.00	2	 		C	A
20050218		0.00	2	 		C	A
20050219		0.00	2	 		C	A
20050220		0.09	2	e		E	A
20050221		0.00	2	 		C	A
20050222		0.00	2	 		C	A
20050223		0.00	2	 		C	A
20050224		0.00	2	 		C	A
20050225		0.00	2	 		C	A
20050226		0.00	2	 		C	A
20050227		0.03	2	 		C	A
20050228		0.05	2	e		E	A
20050301		0.00	2	 		C	A
20050302		0.00	2	 		C	A
20050303		0.00	2	 		C	A
20050304		0.00	2	 		C	A
20050305		0.00	2	 		C	A
20050306		0.00	2	 		C	A
20050307		0.00	2	1		E	A
20050308				 		 	A
20050309		0.00	2	 		C	A
20050310		0.00	2	 		C	A
20050311		0.06	2	e		E	A
20050312		0.00	2	 		C	A
20050313		0.00	2	 		C	A
20050314		0.00	2	 		C	A
20050315		0.00	2	1		E	A
20050316				 		 	A
20050317		0.00	2	 		C	A
20050318		0.00	2	 		C	A
20050319		0.02	2	 		C	A
20050320		0.00	2	 		C	A
20050321		0.00	2	 		C	A
20050322		0.00	2	 		C	A
20050323		0.00	2	 		C	A
20050324		0.17	2	 		C	A
20050325		0.20	2	e		E	A
20050326		0.00	2	 		C	A
20050327		0.00	2	 		C	A
20050328		0.00	2	 		C	A
20050329		0.00	2	 		C	A
20050330		0.40	2	e		E	A
20050331				 		 	A
20050401		0.28	2	e		E	A
20050402		0.06	2	 		C	A
20050403		0.00	2	 		C	A
20050404		0.00	2	 		C	A
20050405		0.00	2	 		C	A
20050406		0.04	2	 		C	A
20050407		0.01	2	 		C	A
20050408		0.00	2	 		C	A
20050409		0.00	2	 		C	A
20050410		0.00	2	 		C	A
20050411		0.00	2	 		C	A
20050412		1.27	3	 		C	A
20050413		0.00	2	 		C	A
20050414		0.00	2	 		C	A
20050415		0.00	2	 		C	A
20050416		0.00	2	 		C	A
20050417		0.00	2	 		C	A
20050418		0.00	2	 		C	A
20050419		0.00	2	 		C	A
20050420		0.06	2	 		C	A
20050421		0.04	2	 		C	A
20050422		0.64	2	 		C	A
20050423		0.00	2	 		C	A
20050424		0.00	2	 		C	A
20050425		0.00	2	 		C	A
20050426		0.01	2	 		C	A
20050427		0.00	2	 		C	A
20050428		0.00	2	 		C	A
20050429		0.00	2	 		C	A
20050430		0.00	2	1		E	A
20050501				 		 	A
20050502		0.00	2	 		C	A
20050503		0.00	2	 		C	A
20050504		0.00	2	 		C	A
20050505		0.00	2	 		C	A
20050506		0.01	2	 		C	A
20050507		0.09	2	e		E	A
20050508		0.00	2	 		C	A
20050509		0.16	2	 		C	A
20050510		0.00	2	 		C	A
20050511		0.21	2	e		E	A
20050512		0.21	2	e		E	A
20050513		0.07	2	e		E	A
20050514		0.00	2	1		E	A
20050515				 		 	A
20050516		0.00	2	 		C	A
20050517		0.00	2	 		C	A
20050518		0.00	2	 		C	A
20050519		0.77	2	e		E	A
20050520		0.00	2	 		C	A
20050521		0.00	2	1		E	A
20050522				 		 	A
20050523		0.00	2	 		C	A
20050524		0.00	2	1		E	A
20050525		0.00	2	1		E	A
20050526		0.00	2	 		C	A
20050527		0.06	2	1		E	A
20050528				 		 	A
20050529		0.00	2	 		C	A
20050530		0.00	2	 		C	A
20050531		0.00	2	 		C	A
20050601		0.00	2	 		C	A
20050602		0.03	2	 		C	A
20050603		0.00	2	 		C	A
20050604		0.27	2	 		C	A
20050605		0.00	2	 		C	A
20050606		0.00	2	 		C	A
20050607		0.00	2	 		C	A
20050608		0.00	2	 		C	A
20050609		0.00	2	 		C	A
20050610		0.00	2	 		C	A
20050611		0.00	2	1		E	A
20050612				 		 	A
20050613		0.01	2	e		E	A
20050614		0.01	2	 		C	A
20050615		0.00	2	 		C	A
20050616		0.00	2	 		C	A
20050617		0.00	2	 		C	A
20050618		0.00	2	 		C	A
20050619		0.00	2	 		C	A
20050620		0.00	2	 		C	A
20050621		0.00	2	 		C	A
20050622		0.00	2	 		C	A
20050623		0.00	2	 		C	A
20050624		0.00	2	 		C	A
20050625		0.00	2	 		C	A
20050626		0.48	2	 		C	A
20050627		0.00	2	 		C	A
20050628		0.00	2	 		C	A
20050629		0.02	2	 		C	A
20050630		0.48	2	 		C	A
20050701		0.00	2	 		C	A
20050702		0.00	2	 		C	A
20050703		0.00	2	 		C	A
20050704		0.24	2	 		C	A
20050705		0.00	2	 		C	A
20050706		0.02	2	 		C	A
20050707		0.00	2	 		C	A
20050708		0.00	2	 		C	A
20050709		0.00	2	 		C	A
20050710		0.00	2	 		C	A
20050711		0.00	2	 		C	A
20050712		0.00	2	 		C	A
20050713		0.00	2	 		C	A
20050714		0.00	2	 		C	A
20050715		0.00	2	 		C	A
20050716		0.00	2	 		C	A
20050717		0.00	2	 		C	A
20050718		0.00	2	 		C	A
20050719		0.00	2	 		C	A
20050720		0.27	2	e		E	A
20050721		0.00	2	 		C	A
20050722		0.00	2	 		C	A
20050723		0.00	2	 		C	A
20050724		0.00	2	 		C	A
20050725		0.91	2	 		C	A
20050726		1.25	3	e		E	A
20050727		0.00	2	 		C	A
20050728		0.00	2	 		C	A
20050729		0.00	2	 		C	A
20050730		0.00	2	 		C	A
20050731		0.00	2	 		C	A
20050801		0.00	2	 		C	A
20050802		0.00	2	 		C	A
20050803		0.00	2	 		C	A
20050804		0.00	2	 		C	A
20050805		0.00	2	 		C	A
20050806		0.00	2	 		C	A
20050807		0.00	2	 		C	A
20050808		0.00	2	 		C	A
20050809		0.00	2	 		C	A
20050810		0.01	2	 		C	A
20050811		0.64	2	 		C	A
20050812		0.06	2	e		E	A
20050813		0.52	2	 		C	A
20050814		0.00	2	 		C	A
20050815		0.00	2	 		C	A
20050816		0.00	2	 		C	A
20050817		0.00	2	 		C	A
20050818		0.14	2	 		C	A
20050819		0.00	2	 		C	A
20050820		0.47	2	e		E	A
20050821		0.00	2	 		C	A
20050822		0.00	2	 		C	A
20050823		0.00	2	 		C	A
20050824		0.00	2	 		C	A
20050825		0.00	2	 		C	A
20050826		0.00	2	 		C	A
20050827		0.00	2	 		C	A
20050828		0.00	2	 		C	A
20050829		0.00	2	 		C	A
20050830		0.00	2	 		C	A
20050831		0.00	2	 		C	A
20050901		0.00	2	 		C	A
20050902		0.00	2	 		C	A
20050903		0.00	2	 		C	A
20050904		0.00	2	 		C	A
20050905		0.00	2	 		C	A
20050906		0.00	2	 		C	A
20050907		0.00	2	 		C	A
20050908		0.00	2	 		C	A
20050909		0.00	2	1		E	A
20050910				 		 	A
20050911				 		 	A
20050912		0.00	2	 		C	A
20050913		0.00	2	 		C	A
20050914		0.25	2	e		E	A
20050915		0.56	2	 		C	A
20050916		0.00	2	 		C	A
20050917		0.00	2	 		C	A
20050918		0.00	2	 		C	A
20050919		0.61	2	 		C	A
20050920		0.00	2	 		C	A
20050921		0.00	2	 		C	A
20050922		0.02	2	 		C	A
20050923		0.00	2	 		C	A
20050924		0.09	2	 		C	A
20050925		0.01	2	 		C	A
20050926		0.01	2	 		C	A
20050927		0.00	2	 		C	A
20050928		0.48	2	 		C	A
20050929		0.00	2	 		C	A
20050930		0.00	2	 		C	A
20051001		0.00	2	 		C	A
20051002		0.53	2	 		C	A
20051003		0.00	2	 		C	A
20051004		0.00	2	 		C	A
20051005		0.00	2	 		C	A
20051006		0.00	2	 		C	A
20051007		0.00	2	 		C	A
20051008		0.00	2	 		C	A
20051009		0.00	2	 		C	A
20051010		0.00	2	 		C	A
20051011		0.00	2	 		C	A
20051012		0.02	2	 		C	A
20051013		0.01	2	 		C	A
20051014		0.00	2	 		C	A
20051015		0.00	2	 		C	A
20051016		0.00	2	 		C	A
20051017		0.04	2	 		C	A
20051018		0.00	2	 		C	A
20051019		0.00	2	 		C	A
20051020		0.02	2	 		C	A
20051021		0.00	2	 		C	A
20051022		0.00	2	 		C	A
20051023		0.14	2	 		C	A
20051024		0.00	2	 		C	A
20051025		0.00	2	 		C	A
20051026		0.00	2	 		C	A
20051027		0.00	2	 		C	A
20051028		0.00	2	 		C	A
20051029		0.00	2	 		C	A
20051030		0.00	2	 		C	A
20051031		0.09	2	 		C	A
20051101		0.00	2	 		C	A
20051102		0.00	2	 		C	A
20051103		0.00	2	 		C	A
20051104		0.00	2	 		C	A
20051105		0.38	2	 		C	A
20051106		0.25	2	 		C	A
20051107		0.00	2	 		C	A
20051108		0.00	2	 		C	A
20051109		0.00	2	 		C	A
20051110		0.00	2	 		C	A
20051111		0.00	2	 		C	A
20051112		0.32	2	 		C	A
20051113		0.00	2	 		C	A
20051114		0.11	2	 		C	A
20051115		0.14	2	 		C	A
20051116		0.00	2	 		C	A
20051117		0.00	2	 		C	A
20051118		0.00	2	 		C	A
20051119		0.00	2	 		C	A
20051120		0.00	2	 		C	A
20051121		0.00	2	 		C	A
20051122		0.00	2	 		C	A
20051123		0.03	2	 		C	A
20051124		0.00	2	 		C	A
20051125		0.00	2	 		C	A
20051126		0.00	2	 		C	A
20051127		0.21	2	 		C	A
20051128		0.64	2	 		C	A
20051129		0.00	2	 		C	A
20051130		0.00	2	 		C	A
20051201		0.06	2	 		C	A
20051202		0.00	2	 		C	A
20051203		0.05	2	 		C	A
20051204		0.00	2	 		C	A
20051205		0.00	2	 		C	A
20051206		0.00	2	 		C	A
20051207		0.00	2	 		C	A
20051208		0.46	2	 		C	A
20051209		0.02	2	 		C	A
20051210		0.05	2	 		C	A
