# //UNITED STATES GEOLOGICAL SURVEY       http://water.usgs.gov/
# //NATIONAL WATER INFORMATION SYSTEM     http://water.usgs.gov/data.html
# //DATA ARE PROVISIONAL AND SUBJECT TO CHANGE UNTIL PUBLISHED BY USGS
# //RETRIEVED: 2014-04-02 12:28:10
# //FILE TYPE="NWIS-I DAILY-VALUES" EDITABLE=NO
# //DATABASE NUMBER=1 DESCRIPTION=" Standard data base for this site."
# //STATION AGENCY="USGS " NUMBER="414158088095600" TIME_ZONE="CST" DST_FLAG=N
# //STATION NAME="SPRING BROOK WWTF NR NAPERVILE, IL"
# //LOCATION NUMBER=0 NAME="Default"
# //DD DDID="   2" RNDARY="2223455552" DVABORT=1440
# //DD LABEL="Precipitation (in)"
# //PARAMETER CODE="00045" SNAME = "Precipitation"
# //PARAMETER LNAME="Precipitation, total, inches"
# //STATISTIC CODE="00006" SNAME="SUM"
# //STATISTIC LNAME="SUMMATION VALUES"
# //TYPE NAME="FINAL" DESC = "EDITED AND COMPUTED DAILY VALUES"
# //AGING BEGIN=19970718 END=20050930 CODE=A
# //AGING   REVIEWED=20101013140646 RZONE=CST RUSER="jklatour"
# //AGING   APPROVED=20101013140704 AZONE=CST AUSER="jklatour"
# //AGING BEGIN=20051001 END=20060930 CODE=A
# //AGING   REVIEWED=20070309102020 RZONE=CST RUSER="jklatour"
# //AGING   APPROVED=20070309102041 AZONE=CST AUSER="jklatour"
# //RANGE START="20020201" END="20120930"
DATE	TIME	VALUE	PRECISION	REMARK	FLAGS	TYPE	QA
8D	6S	16N	1S	1S	32S	1S	1S
20051211		0.02	2	 		C	A
20051212		0.00	2	 		C	A
20051213		0.00	2	 		C	A
20051214		0.05	2	 		C	A
20051215		0.00	2	 		C	A
20051216		0.02	2	 		C	A
20051217		0.00	2	 		C	A
20051218		0.00	2	 		C	A
20051219		0.00	2	 		C	A
20051220		0.00	2	 		C	A
20051221		0.00	2	 		C	A
20051222		0.00	2	 		C	A
20051223		0.00	2	 		C	A
20051224		0.17	2	 		C	A
20051225		0.04	2	 		C	A
20051226		0.00	2	 		C	A
20051227		0.00	2	 		C	A
20051228		0.02	2	 		C	A
20051229		0.00	2	 		C	A
20051230		0.23	2	 		C	A
20051231		0.00	2	 		C	A
20060101		0.04	2	 		C	A
20060102		0.27	2	 		C	A
20060103		0.03	2	 		C	A
20060104		0.00	2	 		C	A
20060105		0.00	2	 		C	A
20060106		0.00	2	 		C	A
20060107		0.00	2	 		C	A
20060108		0.00	2	 		C	A
20060109		0.00	2	 		C	A
20060110		0.06	2	 		C	A
20060111		0.08	2	 		C	A
20060112		0.00	2	 		C	A
20060113		0.60	2	 		C	A
20060114		0.00	2	 		C	A
20060115		0.00	2	 		C	A
20060116		0.00	2	 		C	A
20060117		0.00	2	 		C	A
20060118		0.00	2	 		C	A
20060119		0.00	2	 		C	A
20060120		0.78	2	 		C	A
20060121		0.02	2	 		C	A
20060122		0.00	2	 		C	A
20060123		0.00	2	 		C	A
20060124		0.00	2	 		C	A
20060125		0.00	2	 		C	A
20060126		0.00	2	 		C	A
20060127		0.00	2	 		C	A
20060128		0.53	2	 		C	A
20060129		0.20	2	 		C	A
20060130		0.01	2	 		C	A
20060131		0.00	2	 		C	A
20060201		0.00	2	 		C	A
20060202		0.00	2	 		C	A
20060203		0.40	2	 		C	A
20060204		0.01	2	 		C	A
20060205		0.00	2	 		C	A
20060206		0.00	2	 		C	A
20060207		0.00	2	 		C	A
20060208		0.00	2	 		C	A
20060209		0.00	2	 		C	A
20060210		0.00	2	 		C	A
20060211		0.02	2	 		C	A
20060212		0.00	2	 		C	A
20060213		0.00	2	 		C	A
20060214		0.00	2	 		C	A
20060215		0.06	2	 		C	A
20060216		0.87	2	 		C	A
20060217		0.00	2	 		C	A
20060218		0.00	2	 		C	A
20060219		0.00	2	 		C	A
20060220		0.00	2	 		C	A
20060221		0.00	2	 		C	A
20060222		0.00	2	 		C	A
20060223		0.00	2	 		C	A
20060224		0.00	2	 		C	A
20060225		0.00	2	 		C	A
20060226		0.00	2	 		C	A
20060227		0.00	2	 		C	A
20060228		0.00	2	 		C	A
20060301		0.00	2	 		C	A
20060302		0.00	2	 		C	A
20060303		0.00	2	 		C	A
20060304		0.00	2	 		C	A
20060305		0.20	2	 		C	A
20060306		0.01	2	 		C	A
20060307		0.10	2	 		C	A
20060308		0.14	2	 		C	A
20060309		0.57	2	 		C	A
20060310		0.00	2	 		C	A
20060311		0.23	2	 		C	A
20060312		0.07	2	 		C	A
20060313		0.48	2	 		C	A
20060314		0.00	2	 		C	A
20060315		0.00	2	 		C	A
20060316		0.00	2	 		C	A
20060317		0.00	2	 		C	A
20060318		0.00	2	 		C	A
20060319		0.00	2	 		C	A
20060320		0.00	2	 		C	A
20060321		0.00	2	 		C	A
20060322		0.00	2	 		C	A
20060323		0.00	2	 		C	A
20060324		0.12	2	 		C	A
20060325		0.00	2	 		C	A
20060326		0.00	2	 		C	A
20060327		0.08	2	 		C	A
20060328		0.09	2	 		C	A
20060329		0.00	2	 		C	A
20060330		0.00	2	 		C	A
20060331		0.03	2	 		C	A
20060401		0.00	2	 		C	A
20060402		0.37	2	 		C	A
20060403		0.39	2	 		C	A
20060404		0.00	2	 		C	A
20060405		0.00	2	 		C	A
20060406		0.00	2	 		C	A
20060407		0.00	2	 		C	A
20060408		0.00	2	 		C	A
20060409		0.00	2	 		C	A
20060410		0.00	2	 		C	A
20060411		0.00	2	 		C	A
20060412		0.02	2	 		C	A
20060413		0.07	2	 		C	A
20060414		0.05	2	 		C	A
20060415		0.00	2	 		C	A
20060416		1.09	3	 		C	A
20060417		0.06	2	 		C	A
20060418		0.00	2	 		C	A
20060419		0.00	2	 		C	A
20060420		0.00	2	 		C	A
20060421		0.00	2	 		C	A
20060422		0.00	2	 		C	A
20060423		0.00	2	 		C	A
20060424		0.00	2	 		C	A
20060425		0.25	2	 		C	A
20060426		0.00	2	 		C	A
20060427		0.00	2	 		C	A
20060428		0.00	2	 		C	A
20060429		0.44	2	 		C	A
20060430		0.68	2	 		C	A
20060501		0.57	2	 		C	A
20060502		0.01	2	 		C	A
20060503		0.00	2	 		C	A
20060504		0.00	2	 		C	A
20060505		0.00	2	 		C	A
20060506		0.00	2	 		C	A
20060507		0.00	2	 		C	A
20060508		0.00	2	 		C	A
20060509		0.01	2	 		C	A
20060510		0.00	2	 		C	A
20060511		0.39	2	 		C	A
20060512		0.03	2	 		C	A
20060513		0.14	2	 		C	A
20060514		0.00	2	 		C	A
20060515		0.12	2	 		C	A
20060516		0.02	2	 		C	A
20060517		0.18	2	 		C	A
20060518		0.00	2	 		C	A
20060519		0.00	2	 		C	A
20060520		0.00	2	 		C	A
20060521		0.00	2	 		C	A
20060522		0.00	2	 		C	A
20060523		0.00	2	 		C	A
20060524		0.32	2	 		C	A
20060525		0.04	2	 		C	A
20060526		0.00	2	 		C	A
20060527		0.00	2	 		C	A
20060528		0.00	2	 		C	A
20060529		0.41	2	 		C	A
20060530		0.23	2	 		C	A
20060531		0.00	2	 		C	A
20060601		0.00	2	 		C	A
20060602		0.22	2	 		C	A
20060603		0.00	2	 		C	A
20060604		0.00	2	 		C	A
20060605		0.00	2	 		C	A
20060606		0.00	2	 		C	A
20060607		0.00	2	 		C	A
20060608		0.00	2	 		C	A
20060609		0.00	2	e		E	A
20060610				 		 	A
20060611				 		 	A
20060612				 		 	A
20060613		0.00	2	e		E	A
20060614		0.00	2	 		C	A
20060615		0.00	2	 		C	A
20060616		0.00	2	 		C	A
20060617		0.04	2	 		C	A
20060618		0.03	2	 		C	A
20060619		0.00	2	 		C	A
20060620		0.06	2	 		C	A
20060621		0.12	2	 		C	A
20060622		0.34	2	 		C	A
20060623		0.00	2	 		C	A
20060624		0.00	2	 		C	A
20060625		1.03	3	 		C	A
20060626		0.82	2	 		C	A
20060627		0.01	2	 		C	A
20060628		0.00	2	 		C	A
20060629		0.00	2	 		C	A
20060630		0.00	2	 		C	A
20060701		0.00	2	 		C	A
20060702		0.01	2	 		C	A
20060703		0.29	2	 		C	A
20060704		0.00	2	 		C	A
20060705		0.00	2	 		C	A
20060706		0.00	2	 		C	A
20060707		0.00	2	 		C	A
20060708		0.01	2	 		C	A
20060709		0.00	2	 		C	A
20060710		0.00	2	 		C	A
20060711		0.59	2	 		C	A
20060712		0.28	2	 		C	A
20060713		0.00	2	 		C	A
20060714		0.03	2	 		C	A
20060715		0.00	2	 		C	A
20060716		0.00	2	 		C	A
20060717		0.01	2	 		C	A
20060718		0.00	2	 		C	A
20060719		0.00	2	 		C	A
20060720		0.45	2	 		C	A
20060721		0.03	2	 		C	A
20060722		0.91	2	 		C	A
20060723		0.00	2	 		C	A
20060724		0.00	2	 		C	A
20060725		0.00	2	 		C	A
20060726		0.07	2	 		C	A
20060727		0.00	2	 		C	A
20060728		0.00	2	 		C	A
20060729		0.00	2	e		E	A
20060730				 		 	A
20060731				 		 	A
20060801				 		 	A
20060802		0.46	2	e		E	A
20060803		0.85	2	 		C	A
20060804		0.00	2	 		C	A
20060805		0.00	2	 		C	A
20060806		0.01	2	 		C	A
20060807		0.00	2	 		C	A
20060808		0.00	2	 		C	A
20060809		0.00	2	e		E	A
20060810				 		 	A
20060811				 		 	A
20060812				 		 	A
20060813				 		 	A
20060814				 		 	A
20060815				 		 	A
20060816				 		 	A
20060817				 		 	A
20060818		0.11	2	e		E	A
20060819		0.01	2	 		C	A
20060820		0.00	2	 		C	A
20060821		0.00	2	 		C	A
20060822		0.00	2	 		C	A
20060823		0.00	2	 		C	A
20060824		0.47	2	 		C	A
20060825		0.00	2	 		C	A
20060826		0.00	2	 		C	A
20060827		0.09	2	 		C	A
20060828		1.13	3	 		C	A
20060829		0.06	2	 		C	A
20060830		0.00	2	 		C	A
20060831		0.00	2	 		C	A
20060901		0.00	2	 		C	A
20060902		0.00	2	 		C	A
20060903		0.03	2	 		C	A
20060904		1.16	3	 		C	A
20060905		0.01	2	 		C	A
20060906		0.00	2	 		C	A
20060907		0.00	2	 		C	A
20060908		0.00	2	 		C	A
20060909		0.00	2	 		C	A
20060910		0.22	2	 		C	A
20060911		2.17	3	 		C	A
20060912		0.38	2	 		C	A
20060913		0.37	2	 		C	A
20060914		0.00	2	 		C	A
20060915		0.00	2	 		C	A
20060916		0.00	2	 		C	A
20060917		0.43	2	 		C	A
20060918		0.00	2	 		C	A
20060919		0.00	2	 		C	A
20060920		0.00	2	 		C	A
20060921		0.00	2	 		C	A
20060922		0.03	2	 		C	A
20060923		0.25	2	 		C	A
20060924		0.00	2	 		C	A
20060925		0.00	2	 		C	A
20060926		0.00	2	 		C	A
20060927		0.01	2	 		C	A
20060928		0.00	2	 		C	A
20060929		0.00	2	 		C	A
20060930		0.22	2	 		C	A
20061001		0.00	2	 		C	W
20061002		2.05	3	 		C	W
20061003		0.00	2	 		C	W
20061004		0.02	2	 		C	W
20061005		0.00	2	 		C	W
20061006		0.00	2	 		C	W
20061007		0.00	2	 		C	W
20061008		0.00	2	 		C	W
20061009		0.00	2	 		C	W
20061010		0.10	2	 		C	W
20061011		0.34	2	 		C	W
20061012		0.01	2	e		E	W
20061013		0.00	2	 		C	W
20061014		0.00	2	 		C	W
20061015		0.00	2	 		C	W
20061016		0.59	2	 		C	W
20061017		0.29	2	1		E	W
20061018				 		 	W
20061019				 		 	W
20061020				 		 	W
20061021				 		 	W
20061022				 		 	W
20061023				 		 	W
20061024				 		 	W
20061025				 		 	W
20061026				 		 	W
20061027				 		 	W
20061028				 		 	W
20061029				 		 	W
20061030				 		 	W
20061031				 		 	W
20061101				 		 	W
20061102				 		 	W
20061103				 		 	W
20061104				 		 	W
20061105				 		 	W
20061106				 		 	W
20061107				 		 	W
20061108				 		 	W
20061109				 		 	W
20061110				 		 	W
20061111				 		 	W
20061112				 		 	W
20061113				 		 	W
20061114				 		 	W
20061115				 		 	W
20061116				 		 	W
20061117				 		 	W
20061118				 		 	W
20061119				 		 	W
20061120				 		 	W
20061121				 		 	W
20061122				 		 	W
20061123				 		 	W
20061124				 		 	W
20061125		0.00	2	 		C	W
20061126		0.00	2	 		C	W
20061127		0.00	2	 		C	W
20061128		0.04	2	 		C	W
20061129		1.83	3	 		C	W
20061130		0.25	2	e		E	W
20061201		0.52	2	e		E	W
20061202		0.09	2	e		E	W
20061203		0.00	2	 		C	W
20061204		0.01	2	e		E	W
20061205		0.00	2	 		C	W
20061206		0.00	2	 		C	W
20061207		0.00	2	 		C	W
20061208		0.00	2	 		C	W
20061209		0.00	2	 		C	W
20061210		0.00	2	 		C	W
20061211		0.05	2	 		C	W
20061212		0.17	2	 		C	W
20061213		0.00	2	 		C	W
20061214		0.02	2	 		C	W
20061215		0.00	2	 		C	W
20061216		0.00	2	 		C	W
20061217		0.01	2	 		C	W
20061218		0.00	2	 		C	W
20061219		0.00	2	 		C	W
20061220		0.29	2	e		E	W
20061221		0.49	2	 		C	W
20061222		0.88	2	 		C	W
20061223		0.00	2	 		C	W
20061224		0.00	2	 		C	W
20061225		0.00	2	 		C	W
20061226		0.00	2	 		C	W
20061227		0.00	2	 		C	W
20061228		0.00	2	 		C	W
20061229		0.00	2	 		C	W
20061230		0.04	2	 		C	W
20061231		0.22	2	 		C	W
20070101		0.00	2	 		C	W
20070102		0.00	2	 		C	W
20070103		0.00	2	 		C	W
20070104		1.38	3	 		C	W
20070105		0.00	2	 		C	W
20070106		0.05	2	e		E	W
20070107		0.01	2	e		E	W
20070108		0.00	2	 		C	W
20070109		0.00	2	 		C	W
20070110		0.00	2	 		C	W
20070111		0.00	2	 		C	W
20070112		0.02	2	 		C	W
20070113		0.00	2	 		C	W
20070114		0.59	2	e		E	W
20070115		0.08	2	e		E	W
20070116		0.00	2	 		C	W
20070117		0.00	2	 		C	W
20070118		0.00	2	 		C	W
20070119		0.00	2	 		C	W
20070120		0.00	2	 		C	W
20070121		0.00	2	 		C	W
20070122		0.30	2	e		E	W
20070123		0.00	2	 		C	W
20070124		0.00	2	 		C	W
20070125		0.13	2	e		E	W
20070126		0.00	2	 		C	W
20070127		0.00	2	 		C	W
20070128		0.00	2	 		C	W
20070129		0.00	2	 		C	W
20070130		0.00	2	 		C	W
20070131		0.00	2	 		C	W
20070201		0.06	2	e		E	W
20070202		0.00	2	 		C	W
20070203		0.00	2	 		C	W
20070204		0.00	2	 		C	W
20070205		0.00	2	 		C	W
20070206		0.13	2	e		E	W
20070207		0.00	2	 		C	W
20070208		0.00	2	 		C	W
20070209		0.00	2	 		C	W
20070210		0.00	2	 		C	W
20070211		0.00	2	 		C	W
20070212		0.26	2	e		E	W
20070213		0.36	2	e		E	W
20070214		0.00	2	 		C	W
20070215		0.00	2	 		C	W
20070216		0.00	2	 		C	W
20070217		0.07	2	e		E	W
20070218		0.00	2	 		C	W
20070219		0.01	2	e		E	W
20070220		0.00	2	 		C	W
20070221		0.00	2	 		C	W
20070222		0.00	2	 		C	W
20070223		0.00	2	 		C	W
20070224		1.23	3	e		E	W
20070225		0.61	2	e		E	W
20070226		0.01	2	e		E	W
20070227		0.00	2	 		C	W
20070228		0.02	2	e		E	W
20070301		1.27	3	 		C	W
20070302		0.02	2	e		E	W
20070303		0.00	2	 		C	W
20070304		0.00	2	 		C	W
20070305		0.00	2	 		C	W
20070306		0.00	2	 		C	W
20070307		0.00	2	 		C	W
20070308		0.00	2	 		C	W
20070309		0.35	2	e		E	W
20070310		0.00	2	 		C	W
20070311		0.00	2	 		C	W
20070312		0.00	2	 		C	W
20070313		0.00	2	 		C	W
20070314		0.46	2	 		C	W
20070315		0.00	2	 		C	W
20070316		0.00	2	 		C	W
20070317		0.00	2	 		C	W
20070318		0.00	2	 		C	W
20070319		0.46	2	 		C	W
20070320		0.00	2	 		C	W
20070321		1.41	3	 		C	W
20070322		0.38	2	 		C	W
20070323		0.84	2	 		C	W
20070324		0.02	2	 		C	W
20070325		0.00	2	 		C	W
20070326		0.00	2	 		C	W
20070327		0.00	2	 		C	W
20070328		0.39	2	 		C	W
20070329		0.00	2	 		C	W
20070330		0.00	2	 		C	W
20070331		1.33	3	 		C	W
20070401		0.02	2	 		C	W
20070402		0.00	2	 		C	W
20070403		0.20	2	 		C	W
20070404		0.00	2	 		C	W
20070405		0.00	2	 		C	W
20070406		0.00	2	 		C	W
20070407		0.00	2	 		C	W
20070408		0.00	2	 		C	W
20070409		0.00	2	 		C	W
20070410		0.00	2	 		C	W
20070411		2.47	3	 		C	W
20070412		0.24	2	 		C	W
20070413		0.00	2	 		C	W
20070414		0.00	2	 		C	W
20070415		0.00	2	 		C	W
20070416		0.00	2	 		C	W
20070417		0.00	2	 		C	W
20070418		0.00	2	 		C	W
20070419		0.00	2	 		C	W
20070420		0.00	2	 		C	W
20070421		0.00	2	 		C	W
20070422		0.00	2	 		C	W
20070423		0.00	2	 		C	W
20070424		0.29	2	 		C	W
20070425		3.29	3	 		C	W
20070426		0.97	2	 		C	W
20070427		0.01	2	 		C	W
20070428		0.00	2	 		C	W
20070429		0.12	2	 		C	W
20070430		0.00	2	 		C	W
20070501		0.00	2	 		C	W
20070502		0.00	2	 		C	W
20070503		0.00	2	 		C	W
20070504		0.00	2	 		C	W
20070505		0.00	2	 		C	W
20070506		0.00	2	 		C	W
20070507		0.00	2	 		C	W
20070508		0.01	2	 		C	W
20070509		0.00	2	 		C	W
20070510		0.00	2	 		C	W
20070511		0.00	2	 		C	W
20070512		0.00	2	 		C	W
20070513		0.00	2	 		C	W
20070514		0.00	2	 		C	W
20070515		0.66	2	 		C	W
20070516		0.01	2	 		C	W
20070517		0.00	2	 		C	W
20070518		0.00	2	 		C	W
20070519		0.00	2	 		C	W
20070520		0.00	2	 		C	W
20070521		0.00	2	 		C	W
20070522		0.00	2	 		C	W
20070523		0.00	2	 		C	W
20070524		0.03	2	 		C	W
20070525		0.00	2	 		C	W
20070526		0.80	2	 		C	W
20070527		0.26	2	 		C	W
20070528		0.00	2	 		C	W
20070529		0.00	2	 		C	W
20070530		0.00	2	 		C	W
20070531		0.03	2	 		C	W
20070601		0.16	2	 		C	W
20070602		0.00	2	 		C	W
20070603		0.02	2	 		C	W
20070604		0.26	2	 		C	W
20070605		0.36	2	 		C	W
20070606		0.01	2	 		C	W
20070607		0.00	2	 		C	W
20070608		0.00	2	 		C	W
20070609		0.00	2	 		C	W
20070610		0.00	2	 		C	W
20070611		0.00	2	 		C	W
20070612		0.00	2	 		C	W
20070613		0.00	2	 		C	W
20070614		0.00	2	 		C	W
20070615		0.00	2	 		C	W
20070616		0.00	2	 		C	W
20070617		0.00	2	 		C	W
20070618		0.68	2	 		C	W
20070619		0.81	2	 		C	W
20070620		0.00	2	 		C	W
20070621		0.15	2	 		C	W
20070622		0.19	2	 		C	W
20070623		1.72	3	 		C	W
20070624		0.00	2	 		C	W
20070625		0.00	2	 		C	W
20070626		0.00	2	 		C	W
20070627		0.05	2	 		C	W
20070628		0.00	2	 		C	W
20070629		0.00	2	 		C	W
20070630		0.00	2	 		C	W
20070701		0.00	2	 		C	W
20070702		0.00	2	 		C	W
20070703		0.63	2	 		C	W
20070704		0.63	2	 		C	W
20070705		0.00	2	 		C	W
20070706		0.00	2	 		C	W
20070707		0.00	2	 		C	W
20070708		0.00	2	 		C	W
20070709		2.57	3	 		C	W
20070710		0.33	2	 		C	W
20070711		0.00	2	 		C	W
20070712		0.08	2	 		C	W
20070713		0.00	2	 		C	W
20070714		0.00	2	 		C	W
20070715		0.00	2	 		C	W
20070716		0.14	2	 		C	W
20070717		0.59	2	 		C	W
20070718		5.04	3	 		C	W
20070719		0.17	2	 		C	W
20070720		0.00	2	 		C	W
20070721		0.00	2	 		C	W
20070722		0.00	2	 		C	W
20070723		0.00	2	 		C	W
20070724		0.00	2	 		C	W
20070725		0.00	2	 		C	W
20070726		0.54	2	 		C	W
20070727		0.57	2	 		C	W
20070728		0.00	2	 		C	W
20070729		0.00	2	 		C	W
20070730		0.00	2	 		C	W
20070731		0.00	2	 		C	W
20070801		0.00	2	 		C	W
20070802		0.00	2	 		C	W
20070803		0.00	2	 		C	W
20070804		0.00	2	 		C	W
20070805		1.94	3	 		C	W
20070806		0.70	2	 		C	W
20070807		0.00	2	 		C	W
20070808		0.28	2	 		C	W
20070809		0.32	2	 		C	W
20070810		0.00	2	 		C	W
20070811		0.00	2	 		C	W
20070812		0.43	2	 		C	W
20070813		0.00	2	 		C	W
20070814		1.01	3	 		C	W
20070815		0.00	2	 		C	W
20070816		0.00	2	 		C	W
20070817		0.00	2	 		C	W
20070818		0.82	2	 		C	W
20070819		1.69	3	 		C	W
20070820		2.23	3	 		C	W
20070821		0.01	2	 		C	W
20070822		2.05	3	 		C	W
20070823		0.75	2	 		C	W
20070824		0.01	2	 		C	W
20070825		0.57	2	 		C	W
20070826		0.00	2	 		C	W
20070827		0.00	2	 		C	W
20070828		0.00	2	 		C	W
20070829		0.00	2	 		C	W
20070830		0.00	2	 		C	W
20070831		0.00	2	 		C	W
20070901		0.00	2	 		C	W
20070902		0.00	2	 		C	W
20070903		0.00	2	 		C	W
20070904		0.00	2	 		C	W
20070905		0.00	2	 		C	W
20070906		0.18	2	 		C	W
20070907		0.41	2	 		C	W
20070908		0.00	2	 		C	W
20070909		0.00	2	 		C	W
20070910		0.09	2	 		C	W
20070911		0.05	2	 		C	W
20070912		0.00	2	 		C	W
20070913		0.00	2	 		C	W
20070914		0.00	2	 		C	W
20070915		0.00	2	 		C	W
20070916		0.00	2	 		C	W
20070917		0.00	2	 		C	W
20070918		0.00	2	 		C	W
20070919		0.00	2	 		C	W
20070920		0.00	2	 		C	W
20070921		0.00	2	 		C	W
20070922		0.00	2	 		C	W
20070923		0.00	2	 		C	W
20070924		0.00	2	 		C	W
20070925		0.00	2	 		C	W
20070926		0.00	2	 		C	W
20070927		0.51	2	 		C	W
20070928		0.00	2	 		C	W
20070929		0.00	2	 		C	W
20070930		0.86	2	 		C	W
20071001		0.06	2	 		C	W
20071002		0.08	2	 		C	W
20071003		0.00	2	 		C	W
20071004		0.00	2	 		C	W
20071005		0.00	2	 		C	W
20071006		0.00	2	 		C	W
20071007		0.00	2	 		C	W
20071008		0.00	2	 		C	W
20071009		0.00	2	 		C	W
20071010		0.00	2	 		C	W
20071011		0.00	2	 		C	W
20071012		0.00	2	 		C	W
20071013		0.00	2	 		C	W
20071014		0.00	2	 		C	W
20071015		0.20	2	 		C	W
20071016		0.14	2	 		C	W
20071017		0.05	2	 		C	W
20071018		0.15	2	 		C	W
20071019		0.00	2	 		C	W
20071020		0.00	2	 		C	W
20071021		0.00	2	 		C	W
20071022		0.02	2	 		C	W
20071023		0.00	2	 		C	W
20071024		0.00	2	 		C	W
20071025		0.00	2	 		C	W
20071026		0.33	2	 		C	W
20071027		0.02	2	 		C	W
20071028		0.00	2	 		C	W
20071029		0.00	2	 		C	W
20071030		0.00	2	 		C	W
20071031		0.00	2	 		C	W
20071101		0.00	2	 		C	W
20071102		0.00	2	 		C	W
20071103		0.00	2	 		C	W
20071104		0.00	2	 		C	W
20071105		0.00	2	 		C	W
20071106		0.00	2	 		C	W
20071107		0.00	2	 		C	W
20071108		0.00	2	 		C	W
20071109		0.00	2	 		C	W
20071110		0.00	2	 		C	W
20071111		0.05	2	 		C	W
20071112		0.00	2	 		C	W
20071113		0.00	2	 		C	W
20071114		0.00	2	 		C	W
20071115		0.03	2	 		C	W
20071116		0.00	2	 		C	W
20071117		0.00	2	 		C	W
20071118		0.00	2	 		C	W
20071119		0.00	2	 		C	W
20071120		0.34	2	 		C	W
20071121		0.71	2	 		C	W
20071122		0.00	2	 		C	W
20071123		0.00	2	 		C	W
20071124		0.00	2	 		C	W
20071125		0.00	2	 		C	W
20071126		0.00	2	 		C	W
20071127		0.00	2	 		C	W
20071128		0.00	2	 		C	W
20071129		0.00	2	 		C	W
20071130		0.00	2	 		C	W
20071201		0.26	2	 		C	W
20071202		0.22	2	 		C	W
20071203		0.00	2	 		C	W
20071204		0.05	2	 		C	W
20071205		0.01	2	 		C	W
20071206		0.00	2	 		C	W
20071207		0.00	2	 		C	W
20071208		0.00	2	 		C	W
20071209		0.00	2	 		C	W
20071210		0.00	2	 		C	W
20071211		0.41	2	 		C	W
20071212		0.00	2	 		C	W
20071213		0.00	2	 		C	W
20071214		0.00	2	 		C	W
20071215		0.00	2	 		C	W
20071216		0.00	2	 		C	W
20071217		0.00	2	 		C	W
20071218		0.00	2	 		C	W
20071219		0.00	2	 		C	W
20071220		0.05	2	 		C	W
20071221		0.00	2	 		C	W
20071222		0.04	2	 		C	W
20071223		0.13	2	 		C	W
20071224		0.00	2	 		C	W
20071225		0.00	2	 		C	W
20071226		0.00	2	 		C	W
20071227		0.00	2	 		C	W
20071228		0.09	2	 		C	W
20071229		0.00	2	 		C	W
20071230		0.00	2	 		C	W
20071231		0.00	2	 		C	W
20080101		0.00	2	 		C	W
20080102		0.00	2	 		C	W
20080103		0.00	2	 		C	W
20080104		0.00	2	 		C	W
20080105		0.00	2	 		C	W
20080106		0.00	2	 		C	W
20080107		0.18	2	 		C	W
20080108		0.89	2	 		C	W
20080109		0.00	2	 		C	W
20080110		0.09	2	 		C	W
20080111		0.00	2	 		C	W
20080112		0.00	2	 		C	W
20080113		0.00	2	 		C	W
20080114		0.00	2	 		C	W
20080115		0.00	2	 		C	W
20080116		0.00	2	 		C	W
20080117		0.00	2	 		C	W
20080118		0.00	2	 		C	W
20080119		0.00	2	 		C	W
20080120		0.00	2	 		C	W
20080121		0.00	2	 		C	W
20080122		0.32	2	 		C	W
20080123		0.00	2	 		C	W
20080124		0.00	2	 		C	W
20080125		0.00	2	 		C	W
20080126		0.00	2	 		C	W
20080127		0.00	2	 		C	W
20080128		0.00	2	 		C	W
20080129		0.04	2	 		C	W
20080130		0.00	2	 		C	W
20080131		0.00	2	 		C	W
20080201		0.08	2	 		C	W
20080202		0.00	2	 		C	W
20080203		0.23	2	 		C	W
20080204		0.04	2	 		C	W
20080205		0.14	2	 		C	W
20080206		0.15	2	 		C	W
20080207		0.00	2	 		C	W
20080208		0.00	2	 		C	W
20080209		0.00	2	 		C	W
20080210		0.00	2	 		C	W
20080211		0.00	2	 		C	W
20080212		0.00	2	 		C	W
20080213		0.00	2	 		C	W
20080214		0.00	2	 		C	W
20080215		0.00	2	 		C	W
20080216		0.00	2	 		C	W
20080217		0.88	2	 		C	W
20080218		0.00	2	 		C	W
20080219		0.00	2	 		C	W
20080220		0.00	2	 		C	W
20080221		0.00	2	 		C	W
20080222		0.00	2	 		C	W
20080223		0.00	2	 		C	W
20080224		0.00	2	 		C	W
20080225		0.04	2	 		C	W
20080226		0.00	2	 		C	W
20080227		0.00	2	 		C	W
20080228		0.00	2	 		C	W
20080229		0.00	2	 		C	W
20080301		0.00	2	 		C	W
20080302		0.00	2	 		C	W
20080303		0.28	2	 		C	W
20080304		0.00	2	 		C	W
20080305		0.00	2	 		C	W
20080306		0.00	2	 		C	W
20080307		0.00	2	 		C	W
20080308		0.00	2	 		C	W
20080309		0.00	2	 		C	W
20080310		0.00	2	 		C	W
20080311		0.00	2	 		C	W
20080312		0.00	2	 		C	W
20080313		0.00	2	 		C	W
20080314				 		 	W
20080315				 		 	W
20080316				 		 	W
20080317				 		 	W
20080318				 		 	W
20080319				 		 	W
20080320				 		 	W
20080321		0.11	2	 		C	W
20080322		0.00	2	 		C	W
20080323		0.00	2	 		C	W
20080324		0.00	2	 		C	W
20080325		0.00	2	 		C	W
20080326		0.00	2	 		C	W
20080327		0.16	2	 		C	W
20080328		0.00	2	 		C	W
20080329		0.00	2	 		C	W
20080330		0.01	2	 		C	W
20080331		0.26	2	 		C	W
20080401		0.00	2	 		C	W
20080402		0.00	2	 		C	W
20080403		0.07	2	 		C	W
20080404		0.00	2	 		C	W
20080405		0.00	2	 		C	W
