#### USGS	05530990	SALT CREEK AT ROLLING MEADOWS, IL
Agency	Gage_ID	Date	Precip_inches	Data_flag
USGS	05530990	2006-06-25	0.68	A
USGS	05530990	2006-06-26	0.98	A
USGS	05530990	2006-06-27	0.04	A
USGS	05530990	2006-06-28	0.22	A
USGS	05530990	2006-06-29	0.00	A
USGS	05530990	2006-06-30	0.00	A
USGS	05530990	2006-07-01	0.00	A
USGS	05530990	2006-07-02	0.02	A
USGS	05530990	2006-07-03	0.41	A
USGS	05530990	2006-07-04	0.00	A
USGS	05530990	2006-07-05	0.00	A
USGS	05530990	2006-07-06	0.00	A
USGS	05530990	2006-07-07	0.00	A
USGS	05530990	2006-07-08	0.00	A
USGS	05530990	2006-07-09	0.06	A
USGS	05530990	2006-07-10	0.01	A
USGS	05530990	2006-07-11	0.23	A
USGS	05530990	2006-07-12	0.00	A
USGS	05530990	2006-07-13	0.00	A
USGS	05530990	2006-07-14	0.36	A
USGS	05530990	2006-07-15	0.00	A
USGS	05530990	2006-07-16	0.00	A
USGS	05530990	2006-07-17	0.47	A
USGS	05530990	2006-07-18	0.00	A
USGS	05530990	2006-07-19	0.00	A
USGS	05530990	2006-07-20	1.38	A
USGS	05530990	2006-07-21	0.04	A
USGS	05530990	2006-07-22	0.06	A
USGS	05530990	2006-07-23	0.00	A
USGS	05530990	2006-07-24	0.00	A
USGS	05530990	2006-07-25	0.00	A
USGS	05530990	2006-07-26	0.16	A
USGS	05530990	2006-07-27	0.01	A
USGS	05530990	2006-07-28	0.00	A
USGS	05530990	2006-07-29	0.00	A
USGS	05530990	2006-07-30	0.00	A
USGS	05530990	2006-07-31	0.00	A
USGS	05530990	2006-08-01	0.00	A
USGS	05530990	2006-08-02	0.21	A
USGS	05530990	2006-08-03	0.63	A
USGS	05530990	2006-08-04	0.00	A
USGS	05530990	2006-08-05	0.00	A
USGS	05530990	2006-08-06	0.00	A
USGS	05530990	2006-08-07	0.00	A
USGS	05530990	2006-08-08	0.00	A
USGS	05530990	2006-08-09	0.00	A
USGS	05530990	2006-08-10	0.00	A
USGS	05530990	2006-08-11	0.00	A
USGS	05530990	2006-08-12	0.00	A
USGS	05530990	2006-08-13	0.00	A
USGS	05530990	2006-08-14	0.00	A
USGS	05530990	2006-08-15	0.00	A
USGS	05530990	2006-08-16	0.00	A
USGS	05530990	2006-08-17	0.00	A
USGS	05530990	2006-08-18	0.22	A
USGS	05530990	2006-08-19	0.00	A
USGS	05530990	2006-08-20	0.00	A
USGS	05530990	2006-08-21	0.00	A
USGS	05530990	2006-08-22	0.00	A
USGS	05530990	2006-08-23	0.00	A
USGS	05530990	2006-08-24	0.93	A
USGS	05530990	2006-08-25	0.00	A
USGS	05530990	2006-08-26	0.00	A
USGS	05530990	2006-08-27	0.00	A
USGS	05530990	2006-08-28	0.00	A
USGS	05530990	2006-08-29	0.12	A
USGS	05530990	2006-08-30	0.01	A
USGS	05530990	2006-08-31	0.00	A
USGS	05530990	2006-09-01	0.00	A
USGS	05530990	2006-09-02	0.00	A
USGS	05530990	2006-09-03	0.02	A
USGS	05530990	2006-09-04	0.33	A
USGS	05530990	2006-09-05	0.01	A
USGS	05530990	2006-09-06	0.00	A
USGS	05530990	2006-09-07	0.00	A
USGS	05530990	2006-09-08	0.00	A
USGS	05530990	2006-09-09	0.00	A
USGS	05530990	2006-09-10	0.07	A
USGS	05530990	2006-09-11	1.20	A
USGS	05530990	2006-09-12	0.13	A
USGS	05530990	2006-09-13	0.08	A
USGS	05530990	2006-09-14	0.00	A
USGS	05530990	2006-09-15	0.00	A
USGS	05530990	2006-09-16	0.00	A
USGS	05530990	2006-09-17	0.07	A
USGS	05530990	2006-09-18	0.01	A
USGS	05530990	2006-09-19	0.00	A
USGS	05530990	2006-09-20	0.00	A
USGS	05530990	2006-09-21	0.00	A
USGS	05530990	2006-09-22	1.09	A
USGS	05530990	2006-09-23	0.71	A
USGS	05530990	2006-09-24	0.00	A
USGS	05530990	2006-09-25	0.00	A
USGS	05530990	2006-09-26	0.00	A
USGS	05530990	2006-09-27	0.00	A
USGS	05530990	2006-09-28	0.00	A
USGS	05530990	2006-09-29	0.00	A
USGS	05530990	2006-09-30	0.04	A
USGS	05530990	2006-10-01	0.00	A
USGS	05530990	2006-10-02	1.88	A
USGS	05530990	2006-10-03	0.00	A
USGS	05530990	2006-10-04	0.01	A
USGS	05530990	2006-10-05	0.00	A
USGS	05530990	2006-10-06	0.00	A
USGS	05530990	2006-10-07	0.00	A
USGS	05530990	2006-10-08	0.00	A
USGS	05530990	2006-10-09	0.00	A
USGS	05530990	2006-10-10	0.13	A
USGS	05530990	2006-10-11	0.51	A
USGS	05530990	2006-10-12	0.04	A
USGS	05530990	2006-10-13	0.00	A:1
USGS	05530990	2006-10-14		
USGS	05530990	2006-10-15		
USGS	05530990	2006-10-16		
USGS	05530990	2006-10-17		
USGS	05530990	2006-10-18		
USGS	05530990	2006-10-19		
USGS	05530990	2006-10-20		
USGS	05530990	2006-10-21		
USGS	05530990	2006-10-22		
USGS	05530990	2006-10-23		
USGS	05530990	2006-10-24		
USGS	05530990	2006-10-25		
USGS	05530990	2006-10-26		
USGS	05530990	2006-10-27		
USGS	05530990	2006-10-28		
USGS	05530990	2006-10-29		
USGS	05530990	2006-10-30		
USGS	05530990	2006-10-31		
USGS	05530990	2006-11-01		
USGS	05530990	2006-11-02		
USGS	05530990	2006-11-03		
USGS	05530990	2006-11-04		
USGS	05530990	2006-11-05		
USGS	05530990	2006-11-06		
USGS	05530990	2006-11-07		
USGS	05530990	2006-11-08		
USGS	05530990	2006-11-09		
USGS	05530990	2006-11-10		
USGS	05530990	2006-11-11		
USGS	05530990	2006-11-12		
USGS	05530990	2006-11-13		
USGS	05530990	2006-11-14		
USGS	05530990	2006-11-15		
USGS	05530990	2006-11-16		
USGS	05530990	2006-11-17		
USGS	05530990	2006-11-18		
USGS	05530990	2006-11-19		
USGS	05530990	2006-11-20		
USGS	05530990	2006-11-21		
USGS	05530990	2006-11-22		
USGS	05530990	2006-11-23		
USGS	05530990	2006-11-24		
USGS	05530990	2006-11-25		
USGS	05530990	2006-11-26		
USGS	05530990	2006-11-27		
USGS	05530990	2006-11-28		
USGS	05530990	2006-11-29		
USGS	05530990	2006-11-30		
USGS	05530990	2006-12-01	0.00	A:e
USGS	05530990	2006-12-02	0.00	A:e
USGS	05530990	2006-12-03	0.00	A:e
USGS	05530990	2006-12-04	0.00	A:e
USGS	05530990	2006-12-05	0.00	A:e
USGS	05530990	2006-12-06	0.00	A:e
USGS	05530990	2006-12-07	0.00	A:e
USGS	05530990	2006-12-08	0.00	A
USGS	05530990	2006-12-09	0.00	A
USGS	05530990	2006-12-10	0.00	A
USGS	05530990	2006-12-11	0.03	A
USGS	05530990	2006-12-12	0.00	A
USGS	05530990	2006-12-13	0.00	A
USGS	05530990	2006-12-14	0.01	A
USGS	05530990	2006-12-15	0.00	A
USGS	05530990	2006-12-16	0.01	A
USGS	05530990	2006-12-17	0.00	A
USGS	05530990	2006-12-18	0.00	A
USGS	05530990	2006-12-19	0.00	A
USGS	05530990	2006-12-20	0.30	A
USGS	05530990	2006-12-21	0.52	A
USGS	05530990	2006-12-22	1.11	A
USGS	05530990	2006-12-23	0.00	A
USGS	05530990	2006-12-24	0.00	A
USGS	05530990	2006-12-25	0.00	A
USGS	05530990	2006-12-26	0.00	A
USGS	05530990	2006-12-27	0.00	A
USGS	05530990	2006-12-28	0.00	A
USGS	05530990	2006-12-29	0.00	A
USGS	05530990	2006-12-30	0.00	A
USGS	05530990	2006-12-31	0.27	A
USGS	05530990	2007-01-01	0.00	A
USGS	05530990	2007-01-02	0.00	A
USGS	05530990	2007-01-03	0.00	A
USGS	05530990	2007-01-04	0.54	A
USGS	05530990	2007-01-05	0.00	A
USGS	05530990	2007-01-06	0.02	A
USGS	05530990	2007-01-07	0.06	A
USGS	05530990	2007-01-08	0.00	A
USGS	05530990	2007-01-09	0.00	A
USGS	05530990	2007-01-10	0.00	A
USGS	05530990	2007-01-11	0.00	A
USGS	05530990	2007-01-12	0.18	A
USGS	05530990	2007-01-13	0.00	A
USGS	05530990	2007-01-14	0.01	A
USGS	05530990	2007-01-15	0.00	A:e
USGS	05530990	2007-01-16	0.00	A:e
USGS	05530990	2007-01-17	0.00	A:e
USGS	05530990	2007-01-18	0.00	A:e
USGS	05530990	2007-01-19	0.00	A:e
USGS	05530990	2007-01-20	0.00	A:e
USGS	05530990	2007-01-21	0.00	A:e
USGS	05530990	2007-01-22	0.00	A:e
USGS	05530990	2007-01-23	0.00	A
USGS	05530990	2007-01-24	0.00	A
USGS	05530990	2007-01-25	0.00	A
USGS	05530990	2007-01-26	0.00	A
USGS	05530990	2007-01-27	0.00	A:e
USGS	05530990	2007-01-28	0.00	A:e
USGS	05530990	2007-01-29	0.00	A:e
USGS	05530990	2007-01-30	0.00	A
USGS	05530990	2007-01-31	0.00	A
USGS	05530990	2007-02-01	0.00	A
USGS	05530990	2007-02-02	0.00	A:1
USGS	05530990	2007-02-03	0.00	A
USGS	05530990	2007-02-04	0.00	A
USGS	05530990	2007-02-05	0.00	A
USGS	05530990	2007-02-06	0.00	A:e
USGS	05530990	2007-02-07	0.00	A
USGS	05530990	2007-02-08	0.00	A
USGS	05530990	2007-02-09	0.00	A:e
USGS	05530990	2007-02-10	0.00	A
USGS	05530990	2007-02-11	0.00	A:e
USGS	05530990	2007-02-12	0.00	A:e
USGS	05530990	2007-02-13	0.00	A:e
USGS	05530990	2007-02-14	0.00	A:e
USGS	05530990	2007-02-15	0.00	A
USGS	05530990	2007-02-16	0.00	A
USGS	05530990	2007-02-17	0.00	A:e
USGS	05530990	2007-02-18	0.00	A
USGS	05530990	2007-02-19	0.00	A
USGS	05530990	2007-02-20	0.00	A
USGS	05530990	2007-02-21	0.00	A
USGS	05530990	2007-02-22	0.00	A
USGS	05530990	2007-02-23	0.00	A
USGS	05530990	2007-02-24	0.00	A:e
USGS	05530990	2007-02-25	0.98	A:e
USGS	05530990	2007-02-26	0.06	A:e
USGS	05530990	2007-02-27	0.00	A:e
USGS	05530990	2007-02-28	0.01	A:e
USGS	05530990	2007-03-01	0.87	A:e
USGS	05530990	2007-03-02	0.00	A:e
USGS	05530990	2007-03-03	0.00	A:e
USGS	05530990	2007-03-04	0.00	A
USGS	05530990	2007-03-05	0.00	A
USGS	05530990	2007-03-06	0.00	A:e
USGS	05530990	2007-03-07	0.00	A:e
USGS	05530990	2007-03-08	0.00	A
USGS	05530990	2007-03-09	0.37	A
USGS	05530990	2007-03-10	0.00	A
USGS	05530990	2007-03-11	0.00	A
USGS	05530990	2007-03-12	0.01	A
USGS	05530990	2007-03-13	0.00	A
USGS	05530990	2007-03-14	0.04	A
USGS	05530990	2007-03-15	0.01	A
USGS	05530990	2007-03-16	0.00	A
USGS	05530990	2007-03-17	0.00	A
USGS	05530990	2007-03-18	0.00	A
USGS	05530990	2007-03-19	0.04	A
USGS	05530990	2007-03-20	0.00	A
USGS	05530990	2007-03-21	1.18	A
USGS	05530990	2007-03-22	0.12	A
USGS	05530990	2007-03-23	0.06	A
USGS	05530990	2007-03-24	0.00	A
USGS	05530990	2007-03-25	0.00	A
USGS	05530990	2007-03-26	0.00	A
USGS	05530990	2007-03-27	0.00	A
USGS	05530990	2007-03-28	0.51	A
USGS	05530990	2007-03-29	0.00	A
USGS	05530990	2007-03-30	0.00	A
USGS	05530990	2007-03-31	0.81	A
USGS	05530990	2007-04-01	0.15	A
USGS	05530990	2007-04-02	0.00	A
USGS	05530990	2007-04-03	0.09	A
USGS	05530990	2007-04-04	0.00	A
USGS	05530990	2007-04-05	0.00	A
USGS	05530990	2007-04-06	0.00	A
USGS	05530990	2007-04-07	0.00	A
USGS	05530990	2007-04-08	0.00	A
USGS	05530990	2007-04-09	0.00	A
USGS	05530990	2007-04-10	0.00	A
USGS	05530990	2007-04-11	1.21	A
USGS	05530990	2007-04-12	0.09	A
USGS	05530990	2007-04-13	0.00	A
USGS	05530990	2007-04-14	0.00	A
USGS	05530990	2007-04-15	0.00	A
USGS	05530990	2007-04-16	0.00	A:1
USGS	05530990	2007-04-17		
USGS	05530990	2007-04-18	0.00	A:1
USGS	05530990	2007-04-19	0.00	A
USGS	05530990	2007-04-20	0.00	A
USGS	05530990	2007-04-21	0.00	A
USGS	05530990	2007-04-22	0.00	A
USGS	05530990	2007-04-23	0.00	A
USGS	05530990	2007-04-24	0.15	A
USGS	05530990	2007-04-25	0.87	A
USGS	05530990	2007-04-26	0.35	A
USGS	05530990	2007-04-27	0.00	A
USGS	05530990	2007-04-28	0.00	A
USGS	05530990	2007-04-29	0.19	A
USGS	05530990	2007-04-30	0.00	A
USGS	05530990	2007-05-01	0.00	A
USGS	05530990	2007-05-02	0.00	A
USGS	05530990	2007-05-03	0.00	A:1
USGS	05530990	2007-05-04	0.00	A
USGS	05530990	2007-05-05	0.00	A
USGS	05530990	2007-05-06	0.00	A
USGS	05530990	2007-05-07	0.00	A
USGS	05530990	2007-05-08	0.00	A
USGS	05530990	2007-05-09	0.01	A
USGS	05530990	2007-05-10	0.00	A
USGS	05530990	2007-05-11	0.00	A
USGS	05530990	2007-05-12	0.00	A
USGS	05530990	2007-05-13	0.00	A
USGS	05530990	2007-05-14	0.00	A
USGS	05530990	2007-05-15	0.48	A
USGS	05530990	2007-05-16	0.31	A
USGS	05530990	2007-05-17	0.00	A
USGS	05530990	2007-05-18	0.00	A
USGS	05530990	2007-05-19	0.00	A
USGS	05530990	2007-05-20	0.00	A
USGS	05530990	2007-05-21	0.00	A
USGS	05530990	2007-05-22	0.00	A
USGS	05530990	2007-05-23	0.00	A
USGS	05530990	2007-05-24	0.07	A
USGS	05530990	2007-05-25	0.00	A
USGS	05530990	2007-05-26	0.84	A
USGS	05530990	2007-05-27	0.10	A
USGS	05530990	2007-05-28	0.00	A
USGS	05530990	2007-05-29	0.00	A
USGS	05530990	2007-05-30	0.00	A
USGS	05530990	2007-05-31	0.00	A
USGS	05530990	2007-06-01	0.36	A
USGS	05530990	2007-06-02	0.00	A
USGS	05530990	2007-06-03	0.06	A
USGS	05530990	2007-06-04	0.82	A
USGS	05530990	2007-06-05	0.40	A
USGS	05530990	2007-06-06	0.00	A
USGS	05530990	2007-06-07	0.00	A
USGS	05530990	2007-06-08	0.00	A
USGS	05530990	2007-06-09	0.00	A
USGS	05530990	2007-06-10	0.00	A
USGS	05530990	2007-06-11	0.00	A
USGS	05530990	2007-06-12	0.00	A
USGS	05530990	2007-06-13	0.00	A
USGS	05530990	2007-06-14	0.00	A
USGS	05530990	2007-06-15	0.00	A
USGS	05530990	2007-06-16	0.00	A
USGS	05530990	2007-06-17	0.00	A
USGS	05530990	2007-06-18	0.27	A
USGS	05530990	2007-06-19	0.31	A
USGS	05530990	2007-06-20	0.00	A
USGS	05530990	2007-06-21	0.08	A
USGS	05530990	2007-06-22	0.00	A
USGS	05530990	2007-06-23	0.06	A
USGS	05530990	2007-06-24	0.00	A
USGS	05530990	2007-06-25	0.00	A
USGS	05530990	2007-06-26	0.07	A
USGS	05530990	2007-06-27	0.05	A
USGS	05530990	2007-06-28	0.00	A
USGS	05530990	2007-06-29	0.00	A
USGS	05530990	2007-06-30	0.00	A
USGS	05530990	2007-07-01	0.00	A
USGS	05530990	2007-07-02	0.00	A
USGS	05530990	2007-07-03	0.64	A
USGS	05530990	2007-07-04	0.09	A
USGS	05530990	2007-07-05	0.00	A
USGS	05530990	2007-07-06	0.00	A
USGS	05530990	2007-07-07	0.00	A
USGS	05530990	2007-07-08	0.00	A
USGS	05530990	2007-07-09	0.28	A
USGS	05530990	2007-07-10	0.18	A
USGS	05530990	2007-07-11	0.00	A
USGS	05530990	2007-07-12	0.00	A
USGS	05530990	2007-07-13	0.00	A
USGS	05530990	2007-07-14	0.00	A
USGS	05530990	2007-07-15	0.00	A
USGS	05530990	2007-07-16	0.05	A
USGS	05530990	2007-07-17	0.10	A
USGS	05530990	2007-07-18	1.70	A
USGS	05530990	2007-07-19	0.00	A
USGS	05530990	2007-07-20	0.00	A
USGS	05530990	2007-07-21	0.00	A
USGS	05530990	2007-07-22	0.00	A
USGS	05530990	2007-07-23	0.00	A
USGS	05530990	2007-07-24	0.00	A
USGS	05530990	2007-07-25	0.00	A
USGS	05530990	2007-07-26	0.13	A
USGS	05530990	2007-07-27	0.32	A
USGS	05530990	2007-07-28	0.00	A
USGS	05530990	2007-07-29	0.00	A
USGS	05530990	2007-07-30	0.00	A
USGS	05530990	2007-07-31	0.00	A
USGS	05530990	2007-08-01	0.00	A
USGS	05530990	2007-08-02	0.00	A
USGS	05530990	2007-08-03	0.00	A
USGS	05530990	2007-08-04	0.05	A
USGS	05530990	2007-08-05	1.27	A
USGS	05530990	2007-08-06	0.22	A
USGS	05530990	2007-08-07	2.16	A
USGS	05530990	2007-08-08	1.53	A
USGS	05530990	2007-08-09	0.12	A
USGS	05530990	2007-08-10	0.00	A
USGS	05530990	2007-08-11	0.00	A
USGS	05530990	2007-08-12	0.39	A
USGS	05530990	2007-08-13	0.00	A
